,category,question,answer
37634,general_knowledge,What is a group of baboons,Troop
37635,entertainment_film,"Barbara Streisand was the female lead in ""Hello, Dolly"".  Who was the male lead?",Walter Matthau
37636,general_knowledge,What is connected to the throat by the eustachian tube,Ear
37637,history,"The Nordic countries (Denmark, Sweden, Norway notably) tend to celebrate Christmas chiefly on which date? ",24th December 
37638,general_knowledge,__________ comics were nearly banned in Finland because he doesn't wear pants.                                                                                                                                                                                 ,Donald duck
37639,food,For What Would You Use A Kilner Jar ,Preserving Fruit/Vegetables 
37640,general_knowledge,Which u.s president said 'the buck stops here',Harry truman
37641,general_knowledge,Who made his name in 'i dream of jeannie',Larry hagman
37642,general_knowledge,What is Burgoo,Meat stew
37643,general_knowledge,William Buroughs coined what phrase used by Steppenwolf 1968,Heavy Metal - Born to be Wild
37644,sports,What Colour Shirts Were England Wearing When They Won The World Cup In 1966 ,Red 
37645,general_knowledge,In England what is the most popular boys name of the 90s,Daniel
37646,general_knowledge,What was the name of Mary Pickford's and Douglas Fairbanks mansion,Pickfair
37647,general_knowledge,"The word rodent comes from the italian 'rodere', which means",Gnaw
37648,food,Foie Gras Comes From The Liver Of Which Animal ,Goose 
37649,general_knowledge,Marzipan comes from Marci Panis literally meaning what,Marks bread St Marks day 25 April
37650,general_knowledge,A 'featherie' was an early form of' which piece of sports equipment,Golf ball
37651,general_knowledge,In which Western film did the character Will Munny appear,Unforgiven
37652,geography,What is the name of the extinct volcano that rises above Edinburgh? ,Arthur's Seat 
37653,science_nature,What Is The Largest Plant Without A Trunk? ,The Bananana 
37654,general_knowledge,What soft drink was developed as a hangover remedy,Pepsi Cola
37655,general_knowledge,What are the only two london boroughs that start with the letter 'e',Ealing
37656,entertainment_film,Who sang 'I'm A Believer'?,Monkees
37657,entertainment_music,Who Was Declared Dead On New Years Day 1953 At The Age Of 29?,Hank Williams
37658,general_knowledge,"Edgar allan poe introduced mystery fiction's first fictional detective, auguste c. dupin, in what 1841 story",The murders in the rue morgue
37659,food,From what animal do we get venison?,Deer
37660,entertainment_music,Who Were The First Scottish Group To Have 3 No.1 Hits,Wet Wet Wet
37661,general_knowledge,George Washington Thomas Jefferson Sam Adams all did what,Brewed own beer
37662,general_knowledge,Name Roman soldier who is supposed to have stabbed Jesus,Longinius
37663,general_knowledge,What type of shoes does the Pope usually wear,Moccasin
37664,general_knowledge,In golf what do the Americans call an albatross,Double Eagle
37665,general_knowledge,Diamonds which band covered nilsson's 'one' and brought it to the top ten in 1969,Three dog night
37666,general_knowledge,Which Latin phrase translates into English as 'peace be with you',Pax vobiscum
37667,history,U.S. President: Calvin _________.,Coolidge
37668,science_nature,"Pulp, crown, and root are parts of a(n) ________.",Tooth
37669,general_knowledge,Which Aerosmith song was re-made by Run D.M.C.?,Walk this way
37670,general_knowledge,In Huston Texas they do it most 4.6 times per week  - what,Eat Out
37671,sports,Hockey: The Boston ___________.,Bruins
37672,general_knowledge,Thomas Gradgrind and Sissy Jupe appear in which of Charles Dickens' novels,Hard times
37673,general_knowledge,What did Hercules use to clean the Augean stables,A river
37674,general_knowledge,What part of the body does a chiropodist treat,Feet
37675,general_knowledge,Whose first box office film was called Risky Business,Tom Cruise
37676,general_knowledge,Francis Galton first classified what,Fingerprints
37677,entertainment_music,Name One Of The 3 Labels The Sex Pistols Were On,"A&M, Emi, Virgin"
37678,general_knowledge,What is the Capital of: Maldives,Male
37679,entertainment_music,"Who Wrote And Had A Hit With ""Love Is All Around"" In 1967",Reg Presley Of The Troggs
37680,general_knowledge,What beer is represented by a goat,Bocks Beer
37681,science_nature,Where Do Hydrophytic Plants Grow ,In Or Around Water 
37682,general_knowledge,"In 'romeo and juliet', who says 'make the bridal bed in that dim monument where tybalt lies",Juliet
37683,geography,What is the basic unit of currency for France ?,Franc
37684,general_knowledge,How long is a standard Olympic swimming pool,Fifty metres
37685,general_knowledge,The average bank teller loses about how many dollars every year,250
37686,science_nature,Which Is The Largest Species Of Ape? ,Gorilla 
37687,general_knowledge,Who was king arthur's foster-father,Ector
37688,general_knowledge,In MacDonald's what is served in a blue wrapper,Filet-O-Fish
37689,general_knowledge,The penny black - worlds first stamp -  what was second,Two penny Blue
37690,general_knowledge,In Hindu mythology who is the mother goddess,Kali
37691,general_knowledge,Anhedonia is the inability to feel what,Pleasure
37692,general_knowledge,On what common item would you find a worm,Corkscrew it’s the spiral part
37693,geography,What is the basic unit of currency for Bulgaria ?,Lev
37694,general_knowledge,Sunrise Sunset came from which Broadway musical show,Fiddler on the Roof
37695,general_knowledge,White Fungus is the best selling canned what in China,Soup
37696,sports,What Is The Bed Of A snooker Table Made From ,Slate 
37697,general_knowledge,Rumpy and Rumpy Riser are both types of what creature?,Manx Cat
37698,general_knowledge,"Who was the father of Odin, Vile & Ve",Bor
37699,science_nature,What is the common name for the larynx?,Voice box
37700,general_knowledge,"In Greek mythology, who was the father of Electra",Oceanus
37701,history,What Nationality Was Hannibal? ,Carthaginian 
37702,sports,Who was the first player to score 100 goals in the Premiership? ,Alan Shearer 
37703,general_knowledge,Singer Sarah Brightman was the second wife of which composer,Andrew lloyd webber
37704,general_knowledge,In sporting terms loose on left Tight on the right who is in centre,Hooker in Rugby
37705,general_knowledge,"Transport system in which trains glide above a track, supported by magnetic repulsion",Maglev
37706,general_knowledge,Who is the sinister party man who apparently befriends Winston Smith in Orwell's 1984,O'brien
37707,geography,In which continent would you find the Yenisey river ?,Asia
37708,sports,"Which Striker Scored The 10,000 th Goal in the English Premier league for Tottenham Against Fulham in 2001 ",Les Ferdinand 
37709,general_knowledge,What school did Harry Potter goto,Hogwarts School of Witchcraft and Wizardry
37710,general_knowledge,A Illinois law prohibit men from doing what in public,Having an erection
37711,entertainment_music,Do I Do Was A Hit In 1982 For Whom,Stevie Wonder
37712,general_knowledge,"Who Did James Callaghan One Describe As ""The Sexiest Woman On TV""",Pat Phoenix
37713,general_knowledge,Which islands lie to the east of Kenya in the Indian Ocean,The seychelles
37714,entertainment_music,Which Queen Album Cover Is Silver With A Picture Of The Band In Leather Jackets,The Game
37715,general_knowledge,"Traditional French blend ""fines herbes"" parsley chives chervil ?",Tarragon
37716,general_knowledge,Who began his professional career with black sabbath,Ozzy osbourne
37717,sports,In Which British Newpaper Did The First Crossword Appear ,The Sunday Express 
37718,general_knowledge,Clark Gable used to do it 4 or more times each day - do what,Shower
37719,general_knowledge,Who wrote the 'father brown' crime stories,G k chesterton
37720,general_knowledge,What two things are used to stuff a welshman,Cheese Leek pastie
37721,general_knowledge,What is the state insect of Texas,Monarch Butterfly
37722,general_knowledge,As foreplay what does a Ponapean male put in a woman's vulva,A Fish - then he licks  it
37723,general_knowledge,In what does michael jackson sleep,Cryochamber
37724,general_knowledge,Louis Maxwell became well know for playing which role,Moneypenny in early Bond films
37725,general_knowledge,Who was the third and favourite son of David in Old Testament,Absolom
37726,entertainment_music,"Who Sang ""My Heart Will Go On"" In 1998",Celine Dion
37727,entertainment_music,Who Hosted The 1998 MTV Europe Music Awards,Jenny McCarthy
37728,history,"If a turkey evades the oven, what is its normal lifespan ",12 Years 
37729,general_knowledge,What does the typical TV viewer do every three minutes and 42 seconds,Change
37730,general_knowledge,Telephone poles are mostly made from what wood,Chestnut
37731,general_knowledge,Of who were castor and pollux the twin sons,Zeus and leda
37732,science_nature,A relationship between two different types of organism which live together for their mutual benefit.,Symbiosis
37733,food,Where Does Key Lime Pie Come From ,It Originated In Key West Florida 
37734,history,The Greek army under Leonides was annihilated here by Persians in 480BC.,Thermopylae
37735,general_knowledge,What sporting contest Peter Christian win in Jan 77 with 1/16 oz,Angling - total (only) catch
37736,general_knowledge,Where is calcutta,India
37737,general_knowledge,Where on the human body is the skin the thinnest,Eye
37738,entertainment_music,Who Was Lead Guitarist With Mountain,Lesley West
37739,general_knowledge,In which U.S. state is the Pentagon,Virginia
37740,general_knowledge,"A gas produced by the incomplete combustion of coal in a mine fire is very poisonous, what is its chemical name",Carbon monoxide
37741,history,Which Form Of Transport Was Used For The First Time By The British Police In 1967 ,Helicopters 
37742,general_knowledge,What is the young of this animal called: Beaver,Kit
37743,entertainment_music,Which Pop Singer Was Desperately Seeking Susan On Film,Madonna
37744,general_knowledge,Which US state has the highest divorce rate,Arkansas
37745,general_knowledge,What subject did 'mr chips' teach,Latin
37746,general_knowledge,What is the atomic number for oxygen,Eight
37747,general_knowledge,What capitol city stands on the Tagus River,Lisbon
37748,science_nature,What is the chemical symbol for mercury?,Hg
